Type,Region,Make,Gear_Type,Origin,Options,Engine_Size,Mileage,Price,Car_Age,IsVintage,IsBigEngine,log_Mileage
Avalon,Al-Jouf,Toyota,Automatic,Other,Full,3.6,201,30000,14,False,False,5.308267697401205
Furniture,Makkah,Toyota,Automatic,Saudi,Full,4.0,176000,55000,5,False,False,12.07824495582233
Mustang,Dammam,Ford,Manual,Other,Standard,5.0,119000,85000,7,False,False,11.686887175419702
H1,Makkah,Hyundai,Automatic,Other,Semi Full,2.4,280000,32000,6,False,False,12.54254845357358
Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2.5,88673,50000,8,False,False,11.392722002442628
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,3.5,38000,68000,2,False,False,10.545367754151743
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,5.7,236335,78500,6,False,False,12.37300980028038
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,3.5,201074,55000,6,False,False,12.21143325177227
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,64126,32000,4,False,False,11.068620771070522
Explorer,Riyadh,Ford,Automatic,Other,Standard,2.5,83000,86000,6,False,False,11.326607934898927
Carnival,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,3.6,99000,2141,3,False,False,11.502885230075814
Expedition,Riyadh,Ford,Automatic,Other,Semi Full,5.4,250000,25000,15,False,False,12.429220196836383
Elantra,Jeddah,Hyundai,Automatic,Other,Full,1.6,74000,50000,6,False,False,11.211833885608513
Taurus,Dammam,Ford,Automatic,Other,Full,3.5,96000,85000,7,False,False,11.472113887062386
500,Dammam,Fiat,Automatic,Gulf Arabic,Full,1.4,74000,48000,5,False,False,11.211833885608513
Range Rover,Al-Ahsa,Land Rover,Automatic,Other,Full,2.8,102000,158000,7,False,False,11.532737896139919
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,1.5,56991,33500,3,False,False,10.950666186089387
Camry,Riyadh,Toyota,Manual,Saudi,Semi Full,2.5,400000,15000,18,False,False,12.899222326086994
Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,3.0,85000,58000,5,False,False,11.350418300109132
Prestige,Riyadh,Genesis,Automatic,Saudi,Semi Full,3.8,185000,40000,9,False,False,12.128116509451258
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,1.6,150000,30000,6,False,False,11.918397239722838
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,1.6,143000,38000,4,False,False,11.870606902224587
C,Jeddah,Mercedes,Automatic,Other,Full,2.2,95000,127000,6,False,False,11.461642696843066
D-MAX,Dammam,Isuzu,Manual,Saudi,Standard,2.5,445539,53000,7,False,False,13.007042308618866
Senta fe,Al-Baha,Hyundai,Automatic,Saudi,Full,3.3,196000,39000,9,False,False,12.185875040240456
Taurus,Riyadh,Ford,Automatic,Other,Full,3.5,200000,57000,6,False,False,12.206077645517674
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,3.5,190000,85000,9,False,False,12.154784614286667
Patrol,Al-Ahsa,Nissan,Manual,Saudi,Semi Full,4.8,350000,25000,18,False,False,12.765691290604371
Cherokee,Riyadh,Jeep,Automatic,Other,Semi Full,2.4,55000,75000,3,False,False,10.915106645867503
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,5.3,68878,146500,4,False,False,11.140106620993903
S,Riyadh,Mercedes,Automatic,Saudi,Full,3.5,243000,45000,15,False,False,12.400820837540556
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,1.6,50000,53000,4,False,False,10.819798284210286
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,3.5,95000,141000,5,False,False,11.461642696843066
Yukon,Dammam,GMC,Automatic,Saudi,Standard,5.3,137317,130000,5,False,False,11.830054682944738
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,5.6,336000,50000,9,False,False,12.724869415131389
Armada,Jeddah,Nissan,Automatic,Saudi,Full,5.6,184000,30000,16,False,False,12.122696471358964
Sierra,Riyadh,GMC,Automatic,Gulf Arabic,Full,5.3,37000,159000,2,False,False,10.518700218288165
Durango,Taef,Dodge,Automatic,Saudi,Full,3.6,36500,130000,2,False,False,10.505094936455558
Prado,Jeddah,Toyota,Automatic,Saudi,Standard,4.0,74000,120000,6,False,False,11.211833885608513
X,Riyadh,BMW,Automatic,Other,Standard,3.0,11578,262000,2,False,False,9.356948391612272
Logan,Riyadh,Renault,Manual,Saudi,Semi Full,1.6,210,10000,8,False,False,5.351858133476067
Camry,Wadi Dawasir,Toyota,Automatic,Other,Standard,2.5,161000,55000,6,False,False,11.989165855127435
Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,1.4,33000,40000,3,False,False,10.404293143019792
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,5.4,14000,173000,2,False,False,9.546884034617925
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2.5,314000,59000,7,False,False,12.657151449598695
Land Cruiser,Taef,Toyota,Automatic,Saudi,Semi Full,4.6,346000,130000,8,False,False,12.754196944209095
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2.5,362000,38000,5,False,False,12.799402253235032
Optima,Jeddah,Kia,Automatic,Gulf Arabic,Full,2.4,215000,40000,8,False,False,12.278397958261774
ES,Jeddah,Lexus,Automatic,Saudi,Standard,2.5,700,183000,1,False,False,6.55250788703459
Juke,Riyadh,Nissan,Automatic,Saudi,Semi Full,1.5,225000,26000,8,False,False,12.323860125621126
Corolla,Khobar,Toyota,Automatic,Other,Semi Full,1.6,309000,32000,7,False,False,12.6410997921206
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,3.0,175000,50000,5,False,False,12.07254696717504
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2.5,63000,82000,5,False,False,11.050905878263567
Ram,Riyadh,Dodge,Automatic,Saudi,Semi Full,5.7,190000,40000,11,False,False,12.154784614286667
E,Riyadh,Mercedes,Automatic,Saudi,Full,2.0,94000,110000,6,False,False,11.451060699493427
Expedition,Riyadh,Ford,Automatic,Saudi,Full,3.5,5000,180000,2,False,False,8.517393171418904
C300,Riyadh,Chrysler,Automatic,Saudi,Full,5.7,70000,123000,4,False,False,11.156264806643742
Prado,Besha,Toyota,Automatic,Saudi,Semi Full,4.0,85000,73000,13,False,False,11.350418300109132
E,Dammam,Mercedes,Automatic,Other,Full,3.5,21000,275000,5,False,False,9.952325334619427
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,55000,57000,4,False,False,10.915106645867503
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,5.6,36000,520000,3,False,False,10.491301994830229
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2.0,82900,46000,7,False,False,11.325402403776808
Altima,Riyadh,Nissan,Automatic,Saudi,Standard,2.5,105000,35000,5,False,False,11.561725152903833
Cerato,Al-Ahsa,Kia,Automatic,Saudi,Full,2.0,104000,28000,7,False,False,11.552155793461898
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,4.0,3000,135000,2,False,False,8.006700845440367
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,6.0,163000,82000,8,False,False,12.001511614739405
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,110000,45000,5,False,False,11.608244735642321
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,3.5,78276,41500,10,False,False,11.268009096810378
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,5.3,374000,32000,15,False,False,12.832013750189885
6,Jeddah,Mazda,Automatic,Saudi,Standard,2.5,88350,50000,6,False,False,11.389072796302916
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,1.7,82190,63000,5,False,False,11.316801085998813
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,4.0,50000,188500,3,False,False,10.819798284210286
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,5.4,318500,24500,13,False,False,12.671380893706852
Explorer,Dammam,Ford,Automatic,Saudi,Standard,3.5,336000,35000,10,False,False,12.724869415131389
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,5.3,143000,55000,11,False,False,11.870606902224587
Compass,Riyadh,Jeep,Automatic,Saudi,Standard,2.4,96213,38500,6,False,False,11.474330156210844
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2.4,233124,51500,6,False,False,12.359330069380217
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Semi Full,4.0,212000,145000,7,False,False,12.264346270624157
Terrain,Jazan,GMC,Automatic,Saudi,Standard,2.4,151000,45000,6,False,False,11.92504173829169
Hilux,Aseer,Toyota,Manual,Saudi,Full,2.7,122,75000,3,False,False,4.812184355372417
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,4.4,289000,20000,16,False,False,12.574185427296195
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,305000,45000,6,False,False,12.628070334272698
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,1.6,240000,45000,5,False,False,12.388398368982115
GS3,Riyadh,GAC,Automatic,Gulf Arabic,Semi Full,1.3,9000,46000,1,False,False,9.105090961257085
Creta,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,24516,56500,3,False,False,10.107122033462112
Aveo,Jeddah,Chevrolet,Manual,Saudi,Semi Full,1.6,30000,4500,14,False,False,10.308985993422082
Sylvian Bus,Dammam,Nissan,Manual,Saudi,Standard,3.0,200000,14000,24,False,False,12.206077645517674
LS,Riyadh,Lexus,Automatic,Saudi,Standard,3.5,2900,325000,2,False,False,7.972810784121404
Land Cruiser,Dammam,Toyota,Manual,Gulf Arabic,Full,4.0,220000,130000,6,False,False,12.301387370778713
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,5.0,131000,230000,8,False,False,11.782960235741939
Explorer,Al-Medina,Ford,Automatic,Saudi,Semi Full,3.5,168322,60000,8,False,False,12.033640031566566
Sunny,Riyadh,Nissan,Automatic,Gulf Arabic,Standard,1.5,92300,29000,3,False,False,11.43281025466844
KICKS,Jeddah,Nissan,Automatic,Saudi,Standard,1.5,3990,67000,2,False,False,8.291797105048733
S300,Aseer,Chrysler,Automatic,Other,Full,1.3,140000,23000,11,False,False,11.849404844423074
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2.7,113000,105000,3,False,False,11.635151947212842
5008,Riyadh,Peugeot,Automatic,Saudi,Semi Full,1.6,34000,85000,4,False,False,10.434145214930487
Blazer,Dammam,Chevrolet,Automatic,Gulf Arabic,Full,3.6,150000,14000,17,False,False,11.918397239722838
Tiguan,Riyadh,Volkswagen,Automatic,Saudi,Full,2.0,60000,114000,3,False,False,11.002116507732017
Hilux,Jubail,Toyota,Automatic,Saudi,Full,2.7,218000,78000,4,False,False,12.292254928916668
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,52000,51000,4,False,False,10.859018228147887
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,3.8,168000,109500,6,False,False,12.031725210748633
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,4.6,8000,295000,1,False,False,8.987321812850125
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,179000,45000,6,False,False,12.095146671399466
Yukon,Dammam,GMC,Automatic,Other,Full,4.5,158000,152000,6,False,False,11.970356641102999
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2.0,119000,33000,6,False,False,11.686887175419702
Fusion,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2.5,81000,46000,6,False,False,11.302216779257382
X,Jeddah,BMW,Automatic,Saudi,Full,3.0,180000,35000,13,False,False,12.100717685412471
Rav4,Jeddah,Toyota,Automatic,Saudi,Semi Full,2.5,162000,60000,5,False,False,11.995357787034976
ES,Al-Ahsa,Lexus,Automatic,Other,Full,3.5,101000,119000,5,False,False,11.522885696764481
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,1.6,81000,38000,6,False,False,11.302216779257382
Rio,Dammam,Kia,Automatic,Saudi,Standard,1.4,78000,24000,8,False,False,11.264476926102367
Camry,Al-Namas,Toyota,Automatic,Saudi,Full,2.5,555,119000,1,False,False,6.320768294250582
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,3.6,85000,73000,3,False,False,11.350418300109132
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,91000,32000,3,False,False,11.418625774449598
Silverado,Abha,Chevrolet,Automatic,Saudi,Standard,4.3,70000,77000,4,False,False,11.156264806643742
Tahoe,Jazan,Chevrolet,Automatic,Other,Semi Full,5.3,228400,39000,15,False,False,12.33885813503812
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2.7,325,32000,11,False,False,5.786897381366708
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,90000,57000,4,False,False,11.407576060361786
Golf,Riyadh,Volkswagen,Automatic,Gulf Arabic,Full,2.0,111000,65000,6,False,False,11.6172944892629
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2.5,85000,75000,4,False,False,11.350418300109132
Taurus,Dammam,Ford,Automatic,Other,Full,3.5,122000,69000,7,False,False,11.711784520403112
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Full,5.7,205000,70000,8,False,False,12.230770136157428
C,Riyadh,Mercedes,Automatic,Other,Full,2.0,24000,267000,2,False,False,10.085850775128717
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,5.3,409000,20000,17,False,False,12.921472880009725
6,Riyadh,Mazda,Automatic,Saudi,Standard,2.5,68263,66500,4,False,False,11.13113782021642
Senta fe,Dammam,Hyundai,Automatic,Saudi,Semi Full,3.3,212000,57000,6,False,False,12.264346270624157
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,4.6,248000,135000,7,False,False,12.421188057397055
IS,Riyadh,Lexus,Automatic,Saudi,Semi Full,3.5,131,166000,4,False,False,4.882801922586371
Flex,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2.5,110000,67000,5,False,False,11.608244735642321
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2.4,250920,55000,9,False,False,12.43289342753671
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2.6,280,25000,9,False,False,5.638354669333745
CS95,Jeddah,Changan,Automatic,Saudi,Full,2.0,47000,77000,3,False,False,10.757924157061597
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,3.5,128000,93500,4,False,False,11.759793355371237
Sierra,Dammam,GMC,Automatic,Gulf Arabic,Semi Full,5.3,283000,29000,16,False,False,12.553205710188037
Land Cruiser,Tabouk,Toyota,Manual,Saudi,Semi Full,4.6,400,12000,29,False,False,5.993961427306569
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,5.3,193000,118000,7,False,False,12.170450649220749
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,5.3,250385,47500,10,False,False,12.430759006101896
Rio,Jeddah,Kia,Manual,Saudi,Standard,1.0,323880,9000,14,False,False,12.688131443358579
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.6,137000,29000,5,False,False,11.827743504053695
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,4.6,200000,22000,12,False,False,12.206077645517674
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2.4,255559,15000,15,False,False,12.45121249471628
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,1.4,89000,210000,2,False,False,11.39640288460621
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,66000,1670,4,False,False,11.097425172408931
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,93788,29000,4,False,False,11.448802857328646
S,Dammam,Mercedes,Automatic,Saudi,Full,3.5,19700,395000,2,False,False,9.888424674859083
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,1.6,32000,97000,4,False,False,10.373522431293592
Pajero,Al-Ahsa,Mitsubishi,Automatic,Saudi,Semi Full,3.5,99000,55000,7,False,False,11.502885230075814
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,5.4,235000,50000,9,False,False,12.367345048436391
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,4.5,95000,233000,3,False,False,11.461642696843066
S5,Dammam,Audi,Automatic,Saudi,Full,3.0,79800,160000,4,False,False,11.287291314687705
Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,1.5,158000,23000,6,False,False,11.970356641102999
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,1.5,133000,29000,5,False,False,11.798111925972618
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2.4,20000,126000,4,False,False,9.90353755128617
FJ,Aseer,Toyota,Automatic,Saudi,Full,7.5,138000,118000,5,False,True,11.835016210489899
Yukon,Dammam,GMC,Automatic,Other,Full,5.3,213000,146000,6,False,False,12.269052139516223
911,Dammam,Porsche,Automatic,Saudi,Full,3.5,26000,280000,9,False,False,10.165890277802454
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,78000,40000,3,False,False,11.264476926102367
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2.5,22000,77000,2,False,False,9.99884318585288
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,4.0,106665,205000,3,False,False,11.577457736088268
Sierra,Najran,GMC,Automatic,Other,Full,5.3,235,72000,8,False,False,5.4638318050256105
Optima,Al-Medina,Kia,Automatic,Gulf Arabic,Full,2.4,200,45000,8,False,False,5.303304908059076
Sentra,Al-Ahsa,Nissan,Automatic,Gulf Arabic,Standard,1.6,97000,39000,4,False,False,11.48247656671073
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,39750,40000,3,False,False,10.590390276998745
ML,Jeddah,Mercedes,Automatic,Saudi,Full,3.3,111744,18000,22,False,False,11.623974768745523
F150,Qassim,Ford,Automatic,Gulf Arabic,Semi Full,5.0,115000,93000,6,False,False,11.652696102959753
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,5.3,135000,18500,18,False,False,11.813037464800539
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,4.0,92000,165000,7,False,False,11.429554725537322
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2.0,44000,61000,2,False,False,10.691967639914864
ES,Al-Baha,Lexus,Automatic,Saudi,Standard,3.6,300000,43000,13,False,False,12.611541086966115
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,31000,35000,4,False,False,10.34177474101152
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,1.6,109885,57000,2,False,False,11.607198743742073
S,Al-Medina,Mercedes,Automatic,Saudi,Full,3.0,189,100000,11,False,False,5.247024072160486
Camargue,Dammam,Rolls-Royce,Automatic,Saudi,Full,6.7,5000,500000,32,True,False,8.517393171418904
Hilux,Jazan,Toyota,Manual,Saudi,Full,2.7,234000,56000,7,False,False,12.36308066783498
Sorento,Riyadh,Kia,Automatic,Saudi,Full,3.5,116731,52000,7,False,False,11.667635988056
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2.4,39000,52000,6,False,False,10.571342565808699
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,3.5,127000,38000,9,False,False,11.751950239425476
Rav4,Riyadh,Toyota,Automatic,Saudi,Full,2.0,216000,60000,6,False,False,12.283038316285214
M,Riyadh,INFINITI,Automatic,Saudi,Full,4.5,303000,10000,15,False,False,12.621491384816093
Elantra,Makkah,Hyundai,Automatic,Saudi,Semi Full,2.0,7500,1368,1,False,False,8.922791623969637
Datsun,Aseer,Nissan,Manual,Saudi,Full,2.4,28000,48000,7,False,False,10.239995502805316
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,5.4,400000,5000,19,False,False,12.899222326086994
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,4.6,60000,240000,3,False,False,11.002116507732017
Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,6.2,219000,50000,13,False,False,12.296831574998258
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,69000,34000,5,False,False,11.141876276228
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2.7,350000,50000,9,False,False,12.765691290604371
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,1.6,90084,50000,4,False,False,11.4085089480498
CLA,Riyadh,Mercedes,Automatic,Other,Standard,2.0,20000,235000,2,False,False,9.90353755128617
6,Jeddah,Mazda,Automatic,Saudi,Full,2.5,50000,90000,3,False,False,10.819798284210286
Camry,Najran,Toyota,Manual,Other,Standard,2.4,450000,14000,20,False,False,13.017005083966255
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,5.3,297000,52000,10,False,False,12.601490784782536
Range Rover,Qassim,Land Rover,Automatic,Gulf Arabic,Semi Full,5.0,103000,225000,7,False,False,11.542493975902508
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Semi Full,3.0,125000,165000,7,False,False,11.736077016252437
C,Jeddah,Mercedes,Automatic,Saudi,Full,1.8,148925,79500,8,False,False,11.911204817263668
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,102113,39500,3,False,False,11.533845115222732
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,3.5,130000,56000,6,False,False,11.775297421715827
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.0,313000,35000,9,False,False,12.653961664405365
Defender,Jeddah,Land Rover,Automatic,Saudi,Full,3.0,100,450000,1,False,False,4.61512051684126
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,1.6,103966,43500,4,False,False,11.551828820078464
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2.5,73000,61000,6,False,False,11.19822841866684
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,3.5,193000,45000,6,False,False,12.170450649220749
Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2.0,245000,41000,4,False,False,12.409017571151187
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2.4,80000,69000,6,False,False,11.289794413577894
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,4.0,400000,18000,44,True,False,12.899222326086994
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,4.4,130341,161500,6,False,False,11.777917044252304
Yukon,Jeddah,GMC,Automatic,Other,Semi Full,5.3,300000,10000,20,False,False,12.611541086966115
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,91959,48500,3,False,False,11.429108978877117
Ciocca,Najran,Toyota,Automatic,Saudi,Semi Full,5.7,117000,140000,6,False,False,11.669937760751914
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,5.7,42000,241000,4,False,False,10.645448706505872
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.0,124628,75000,9,False,False,11.73309660303793
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Semi Full,3.5,159000,55000,5,False,False,11.976665770490767
Hilux,Jeddah,Toyota,Manual,Saudi,Standard,2.7,155000,75000,6,False,False,11.951186847493476
Daily,Riyadh,Iveco,Manual,Saudi,Standard,3.0,116000,92000,4,False,False,11.661354090741
Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2.5,176000,49000,5,False,False,12.07824495582233
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,5.3,136517,107000,5,False,False,11.824211753045182
Yukon,Riyadh,GMC,Automatic,Saudi,Full,5.3,206000,90000,9,False,False,12.235636302128867
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,5.0,36000,540000,2,False,False,10.491301994830229
Yukon,Riyadh,GMC,Automatic,Saudi,Full,5.3,382000,45000,14,False,False,12.853178505386333
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2.4,135000,58000,4,False,False,11.813037464800539
Terrain,Jeddah,GMC,Automatic,Saudi,Semi Full,2.4,90000,35000,9,False,False,11.407576060361786
Patrol,Al-Medina,Nissan,Manual,Saudi,Standard,1.6,600,16000,23,False,False,6.398594934535208
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,5.3,140641,2333,6,False,False,11.853972933523238
LX,Jeddah,Lexus,Automatic,Saudi,Full,5.7,95000,355000,4,False,False,11.461642696843066
Nitro,Riyadh,Dodge,Automatic,Saudi,Full,3.7,230000,17000,11,False,False,12.345838935721968
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,1.5,70000,39000,3,False,False,11.156264806643742
LS,Taef,Lexus,Automatic,Saudi,Full,1.8,150000,95000,10,False,False,11.918397239722838
Innova,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2.7,190000,65000,6,False,False,12.154784614286667
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2.5,115000,82000,7,False,False,11.652696102959753
Pilot,Jeddah,Honda,Automatic,Saudi,Semi Full,1.6,103000,85000,6,False,False,11.542493975902508
ES,Jazan,Lexus,Automatic,Saudi,Standard,2.5,13500,172500,1,False,False,9.510519035757246
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,3.0,53000,260000,7,False,False,10.87806606028079
LX,Abha,Lexus,Automatic,Saudi,Full,5.7,342,150000,8,False,False,5.8377304471659395
Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Standard,3.8,300000,14000,39,True,False,12.611541086966115
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,4.6,390000,35000,21,False,False,12.873904582205107
Innova,Jeddah,Toyota,Automatic,Saudi,Full,2.7,130000,67000,5,False,False,11.775297421715827
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,8.0,320000,50000,11,False,True,12.676079399771027
Yukon,Al-Ahsa,GMC,Automatic,Saudi,Full,6.2,36000,95000,8,False,False,10.491301994830229
Victoria,Aseer,Ford,Automatic,Saudi,Standard,4.6,368000,10000,20,False,False,12.81584093453868
Odyssey,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2.4,87000,65000,6,False,False,11.373674891823535
Camry,Dammam,Toyota,Manual,Saudi,Full,2.4,390000,20000,12,False,False,12.873904582205107
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,3.5,249539,77500,7,False,False,12.427374501965012
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Standard,3.3,199,1576,6,False,False,5.298317366548036
Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,5.6,200000,105000,8,False,False,12.206077645517674
The 7,Dammam,BMW,Automatic,Other,Full,5.0,176000,33000,33,True,False,12.07824495582233
RX,Jeddah,Lexus,Automatic,Saudi,Full,3.5,49000,123000,7,False,False,10.799595985047786
RX,Riyadh,Lexus,Automatic,Saudi,Full,3.5,104000,148000,6,False,False,11.552155793461898
Wrangler,Riyadh,Jeep,Automatic,Gulf Arabic,Full,3.6,42000,110000,5,False,False,10.645448706505872
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,78000,62000,3,False,False,11.264476926102367
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,4.0,97000,119000,6,False,False,11.48247656671073
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,1.4,95000,41000,4,False,False,11.461642696843066
XJ,Jeddah,Jaguar,Automatic,Saudi,Full,3.0,57000,180000,7,False,False,10.950824090522445
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,4.6,10000,290000,1,False,False,9.210440366976517
Accord,Al-Ahsa,Honda,Automatic,Saudi,Full,3.5,183000,67000,6,False,False,12.117246896289503
CS75,Riyadh,Changan,Automatic,Saudi,Full,1.8,83425,51500,3,False,False,11.331715290362238
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2.5,4443,84500,2,False,False,8.39931015075952
Senta fe,Aseer,Hyundai,Automatic,Saudi,Semi Full,3.3,255000,51000,6,False,False,12.449022745701502
3,Dammam,Mazda,Automatic,Gulf Arabic,Standard,1.6,165000,45000,6,False,False,12.013706813470414
